,Dominant_Topic,Perc_Contribution,Topic_Keywords,CONTENT_TX
5682,0,0.5518,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务非常好赞
5683,5,0.7005,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员小姐姐可以不要那么嗲嘛 
5684,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",挺好的
5685,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务热情，
5686,9,0.62,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",鸡块大小不等，过小的就应该直接丢掉，不应该给顾客
5687,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很不错
5688,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
5689,9,0.3686,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",套餐不可以自己挑选调换
5690,0,0.2205,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",小龙虾汉堡没有想象中好吃，有点麻辣！
5691,5,0.82,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",棒棒哒，很好
5692,8,0.2584,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",香辣鸡翅给的都是翅中，如果没有吃根可以提前告知，等我回家发现，这样心里有点不舒服
5693,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",座位有点少
5694,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度有点不耐烦
5695,3,0.55,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",good
5696,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好好好
5697,8,0.42,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",好！送餐速度很快！
5698,1,0.3667,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",味道不错
5699,9,0.22,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",薯条放的有些久了，其他还好
5700,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
5701,9,0.42,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",速度太慢，效率低
5702,9,0.525,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",自助点餐很方便。
5703,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好 喜欢 继续
5704,5,0.4637,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",蛮好的，环境和服务态度都很好的，经常来，店员都熟悉了
5705,3,0.2938,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",吃的那个小龙虾汉堡握住的时候感觉里面的料都是冷的，感觉放了好久，不热了
5706,1,0.3667,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",鸡腿太咸
5707,3,0.3573,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",鸡块都硬了，应该放着很久了
5708,7,0.2771,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",一直手机下单，这里取货，非常方便。
5709,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",对服务态度很满意
5710,8,0.35,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",服务非常好，下次还会再来
5711,5,0.35,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",整体感觉还挺好，
5712,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务主动周到
5713,2,0.275,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",刚刚会员不好用
5714,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务主动周到
5715,2,0.3667,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",会员不好用
5716,3,0.2221,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",套餐太固定了，一点变通都没有，让想要调整的客人很尴尬，很失望，虽然你们可能你在乎这么点客人，但真的很不人性化，真的很失望，不尊重消费者的意愿和想法，唉
5717,7,0.3667,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",甜筒太小了！！！
5718,3,0.42,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",没人收拾桌子
5719,5,0.5167,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员热情，环境很舒适
5720,2,0.3673,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",一如既往坚持微笑热情服务
5721,2,0.2818,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",服务耐心，态度好，还提醒扫会员码可以积分
5722,6,0.4226,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",太麻烦不方便网速不行
5723,3,0.7,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",一如既往地支持
5724,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",速度快，很好
5725,5,0.4429,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",不错，一切都很好，不需要任何改进
5726,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",非常满意
5727,6,0.4199,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",还是不错的，装修味道有点重
5728,9,0.7626,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",无wifi，信号又不好，手机点餐不方便！
5729,9,0.5073,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",点单的人为什么还负责为点外带的人打包？不懂。你们将取餐和点单分开有什么意义呢？还是一样的慢。
5730,1,0.5167,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",鸡腿汉堡里的鸡腿不是鸡腿
5731,5,0.62,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",谢谢，服务态度很好！
5732,2,0.4556,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",汉堡冷的，买一块原味鸡给我鸡腿，我也是醉了
5733,9,0.3918,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",小哥哥忘记给我甜辣酱了 有点难过 但看在帅得份上 算了 希望小哥哥下次给我三包甜辣酱！
5734,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",男经理服务态度好
5735,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务快
5736,2,0.55,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",态度一般
5737,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务热情
5738,3,0.7007,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",甜筒底下空的，哭哭。
5739,9,0.462,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",强行要求手机点餐，否则拖延服务
5740,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",薯条炸的过了
5741,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",挺好的
5742,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很方便，很快捷哦
5743,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",口味不错！
5744,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
5745,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",东西一般 其它还好
5746,2,0.2789,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",今天全家桶的原味鸡是怎么了，白白的，淡而无味，第一次吃到这样的鸡腿，真的很难吃
5747,8,0.7,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",速度不够快
5748,3,0.3667,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",谢谢 会经常来
5749,7,0.7041,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",吃点肉还可以
5750,8,0.7,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",一切满意  非常满意
5751,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度好就是速度有点慢
5752,1,0.513,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",桌子底下洒了一杯奶茶也不知道是昨天还是今天洒的
5753,7,0.3157,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",两杯咖啡 一杯完成后 取餐处小妹喊了两次咖啡好了帮忙移一下 只换来咖啡机旁边小哥的一瞥 小妹无奈的自己跑出去处理 然后回来继续喊号打包取餐 又等了会儿 觉得第二杯应该好了 问了两遍咖啡应该好了吧 小妹才有时间帮我去处理 是人手不足还是人员分配有问题？
5754,5,0.3875,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员态度很好，自助也很快，赞
5755,8,0.35,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",服务速度很快。很滿意！
5756,6,0.525,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",优惠的东西越来越少了
5757,5,0.6999,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好，非常感谢！
5758,5,0.5773,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",新店，服务热情，好！
5759,9,0.42,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",服务员有点业务不熟练。。。。
5760,1,0.1836,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",小龙虾堡是否忘记忘了，影子都没有看到
5761,2,0.3667,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",鸡块太小
5762,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务非常用心，
5763,2,0.7,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",鸡块很小
5764,3,0.55,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",没有餐巾纸
5765,6,0.1838,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",薯条有点软了，感觉炸好有点时间了
5766,5,0.2382,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员为了要五星点评太烦人了，一直不停的每个桌子来问客户要手机点评，用餐体验太差了！
5767,3,0.5854,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",我点的超大杯太妃，给我大杯，不是我反映还不知道
5768,7,0.5551,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",高规格
5769,8,0.7009,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",小龙虾卷里没有小龙虾
5770,3,0.6018,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",App太难用了，卡死了
5771,9,0.3495,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",优惠券都给你们看了，还是原价结账！
5772,4,0.3025,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",做咖啡比较慢 需要多多培训 厕所也是坏的
5773,9,0.525,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",不热不好吃
5774,3,0.42,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",人比较多，餐桌收拾不是很快
5775,5,0.275,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",挺好的环境
5776,9,0.42,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",自助点餐速度快
5777,5,0.5249,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",这个接待员服务好
5778,2,0.2759,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",好久没来这家餐厅用餐了，人气还是一样的旺！
5779,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务周到
5780,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很快的很温馨总之点赞
5781,6,0.3,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",想要热饮，还要退单，太烦了，价格一样应该可以换
5782,1,0.2203,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",挺好的，你们提供了家一样的惬意
5783,2,0.55,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",不怎么得
5784,2,0.3924,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",买了2块鸡块，其中一块鸡块的大小是另一块四分之一！堂吃不敢坑外卖！
5785,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",好吃！一如既往的喜爱！
5786,2,0.2675,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",座位太少，要等好久才有空位，希望能有所改善！
5787,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好！非常好！！！
5788,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",方便快捷，服务周到，
5789,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务挺好的
5790,9,0.7,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",动作慢
5791,3,0.5248,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",果汁太甜了，就是糖水
5792,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",比以前热情
5793,0,0.2211,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",新品小龙虾味道不错！就是有点小贵
5794,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
5795,9,0.82,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",薯条越来越不好吃
5796,3,0.3735,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",服务员都不知道在干嘛不知所谓十分钟都不能配出一份餐
5797,1,0.3669,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",服務超級棒
5798,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务不错
5799,1,0.2594,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",今天的辣汉堡不是很新鲜，已经温温的了，面包吃着皮了，夹层鸡腿块也很薄。
5800,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",点餐方便快捷
5801,9,0.5497,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",太贵了
5802,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
5803,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
5804,1,0.5252,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",推销龙虾堡
5805,5,0.6375,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好哒 很有耐心，强调，很有耐心
5806,8,0.3501,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",少了两个榴莲蛋挞，不开心
5807,1,0.2984,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",很棒的服务，看电影必去的餐厅，
5808,9,0.3122,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",从点餐到拿到餐用了约30分钟，餐厅一片混乱。手机点餐被全部取消，只能改成人工点餐，配餐时间用了20分钟。这是经历过最差的肯德基。
5809,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
5810,1,0.1838,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",提价不反对，可是拿个鸡翅炸一下当原味机给我是几个意思?
5811,9,0.425,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",每次过去就一个窗口点单，收银还要打菜。一个人的办事效率非常低。每次都要等。
5812,9,0.567,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",不少桌上的扫码点餐的二维码没有了，自助点餐有点不方便！
5813,8,0.275,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",没有番茄酱，薯条怎么吃？
5814,0,0.1,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",可以吧
5815,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",嗯，好
5816,9,0.6133,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",配餐较慢
5817,4,0.1,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",Good coffee 
5818,3,0.5168,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",这么冷的天室内温度和外面没区别
5819,3,0.4063,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",取餐时周边有一位顾客反馈鸡排没有熟，点餐员只是换了一个连句道歉都没有
5820,7,0.7,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",地方太小了
5821,8,0.525,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",食材不是很新鲜
5822,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",工作人员太吵
5823,1,0.1839,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",给的鸡块太小了，难道就因为我买的多，担心我吃不完？过分
5824,3,0.2531,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",买单十分钟后，我询问服务员我的雪顶咖啡是否准备好，她说机器坏了还要等半小时以上。且她一直在与她旁边的同事说这个雪顶咖啡的事情，但是一直没有人告知我出现这样的情况。且态度差，退款给我的服务员制服也没穿，请问你们肯德基对员工有没有培训
5825,2,0.3506,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",买个上校鸡块，酱也没放
5826,9,0.2618,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",在支付宝上买了会员优惠卷，不知道怎么用也给不出解决方法
5827,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",挺好的
5828,8,0.4202,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",吃到一根薯条嘴麻喉麻难受死了
5829,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常不错
5830,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
5831,9,0.3127,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",中午老是一个人买单，还要配货，很多人排长队，每次都这样。安排不好
5832,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",非常满意
5833,9,0.55,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络智障
5834,1,0.3035,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",香辣鸡腿偏咸，能淡一些就太好了，可以多吃几个
5835,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好的?
5836,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务热情，赞
5837,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很满意的
5838,9,0.3642,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",自助点餐，服务员都不知道我点的单，白等了一会儿。号码跳过去了不知道去找一找吗？
5839,6,0.3009,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",服务好！等餐时间稍长的时候，立马进行处理！很满意！
5840,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好，手机点的很方便
5841,7,0.3867,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",卡的要命，一直打不开，无法点餐！
5842,1,0.2376,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",很多人都会因为等待感到烦躁，我也是如此，但是当我思想复杂的时候，服务生递给了我一杯可乐，让坐下来慢慢等，顿时心里很暖
5843,9,0.2726,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",原味鸡中胸不入味，淡的，其它都不太热，吃了不适宜
5844,5,0.3715,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",1气氛好
5845,1,0.275,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",最喜欢的味道
5846,5,0.22,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",个别员工服务态度有待提高
5847,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
5848,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",竟然没有薯条
5849,0,0.2625,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",汉堡面包是冷的，就一个收银员在收银，有点忙！
5850,7,0.7,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",速度慢了点
5851,9,0.3834,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",以为手机点单快，但是比排队点餐的慢，负责手机单子的服务员就一个人，有好多单子来不及配，但是一旁收银台后来空闲了，空闲的服务员却不帮忙，无聊调笑。
5852,3,0.3443,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",说欠个鸡翅一会送上来。。。都吃完了也没见到
5853,3,0.3481,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",骗我二维码点餐有优惠 压根没有 骗子
5854,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",环境蛮好
5855,7,0.2629,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",之前特意提醒不要放冰 服务生也答应的 可转身又给了我一杯满满冰块的饮料
5856,7,0.3927,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",?薯条量太少，送到取餐台路上还掉了好几根，并没有道歉也没有补上，惊呆了
5857,3,0.5511,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",没去冰
5858,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",态度很好
5859,7,0.3004,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",出菜有点慢，别人后来菜先出了。我提醒了才把我的菜给我。
5860,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",下次还来
5861,6,0.55,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",挺方便
5862,9,0.4226,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",肯德基现在一味的推手机点餐反而降低了出餐速度，柜台点餐却空着，减一颗星。
5863,9,0.638,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",小龙虾堡不好吃，里面的酱不好吃！
5864,9,0.55,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",有点慢
5865,5,0.3,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务好，辣翅好吃，我很满意
5866,1,0.3667,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",鸡翅冷了
5867,2,0.5256,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",可能没以前那么厚了原味鸡
5868,4,0.3726,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",比利时冰激淋不错哟
5869,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很不错
5870,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很热情
5871,6,0.525,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",服务到位，挺好
5872,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",今天没有等，直接拿的很快
5873,5,0.4199,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",蛋挞女儿喜欢吃
5874,4,0.2788,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",点单机坏了，延误时间
5875,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务热情周到
5876,3,0.2219,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",买了一个芙蓉鲜蔬汤外带，服务员只帮忙套一个纸袋。质疑这样包装带走汤会翻出来，要求换个马甲袋，服务员还坚持纸袋没问题。带回家后发现汤都翻出来一小半了，连边上放着的汉堡盒子都浸烂了！生气！
5877,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务超好
5878,5,0.62,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",店长态度很好 
5879,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",鸡翅没给我
5880,3,0.3499,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",挺好的，小朋友周末来玩一玩
5881,7,0.3667,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",不好意思点错了
